month,day,hour,minute,temperature,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_type,dew_point,dhi,dni,fill_flag,ghi,relative_humidity,solar_zenith_angle,surface_albedo,pressure,precipitable_water,wind_direction,wind_speed,cdte,solar_azimuth_angle,0.2800_um,0.2805_um,0.2810_um,0.2815_um,0.2820_um,0.2825_um,0.2830_um,0.2835_um,0.2840_um,0.2845_um,0.2850_um,0.2855_um,0.2860_um,0.2865_um,0.2870_um,0.2875_um,0.2880_um,0.2885_um
1,2,23,0,0.059090909090909194,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,36.85,-9999.0,0.12,960.0,0.8,120.0,0.1917808219178082,0.0,105.247599281117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0,0,0.036363636363636376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.43,-9999.0,0.12,961.0,0.8,119.0,0.1917808219178082,0.0,107.76069443464912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,1,0,0.00909090909090915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.87,-9999.0,0.12,962.0,0.8,116.0,0.1917808219178082,0.0,111.20551789326343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,2,0,0.10909090909090913,26.0,201.0,41.0,0.0,3.3,26.0,201.0,0.0,0.04051383399209486,42.56,85.79,0.12,963.0,0.8,117.0,0.1643835616438356,0.9320237164524452,115.74425089572952,1.4927572314025573e-19,2.222441494471974e-18,8.8812674187031e-18,1.3931605584623748e-16,7.492624587962216e-16,2.242382620351648e-15,7.157522696434643e-15,1.2174615642789214e-14,1.5001889150573378e-13,3.877116109266799e-13,8.007054775201931e-13,3.5161144812523907e-12,1.2107633707779524e-11,5.3551767718633085e-11,1.4774264272984442e-10,4.954986250356341e-10,1.9097305003944e-09,5.091690349680671e-09
1,3,3,0,0.32272727272727275,79.0,595.0,249.0,0.0,-0.4,79.0,595.0,0.0,0.24604743083003952,24.37,73.44,0.12,964.0,0.8,117.0,0.3424657534246575,0.9886893082485106,121.77650396243688,2.746069465724157e-19,4.107091143056789e-18,1.6276574828230305e-17,2.59351132699026e-16,1.3999744501632348e-15,4.1588023418171545e-15,1.3452423995559858e-14,2.269531028252594e-14,2.846399852647808e-13,7.386798914168536e-13,1.533196429167435e-12,6.7722826958470556e-12,2.338178466292121e-11,1.0400183030319394e-10,2.8836563149549755e-10,9.733838629104787e-10,3.78464847620889e-09,1.014237010803656e-08
1,3,4,0,0.4954545454545456,105.0,771.0,468.0,0.0,0.0,105.0,771.0,0.0,0.4624505928853755,19.93,61.92,0.12,964.0,0.8,124.0,0.3013698630136986,0.9900833340043972,129.99521100328485,1.1316130427255217e-18,1.6894233262554533e-17,6.689033087529095e-17,1.063591124043947e-15,5.732554835492555e-15,1.7009498777278345e-14,5.4953544453743845e-14,9.262072133016622e-14,1.15825748468959e-12,3.000704998384572e-12,6.216511231620558e-12,2.7394565382496377e-11,9.445166924857207e-11,4.191835329767328e-10,1.1602084244605351e-09,3.906391715933964e-09,1.5137811915013776e-08,4.048144575771314e-08
1,3,5,0,0.6818181818181819,119.0,861.0,650.0,0.0,-0.8,119.0,861.0,0.0,0.642292490118577,14.79,51.96,0.12,963.0,0.8,165.0,0.2191780821917808,0.9877081406311308,141.4376272581726,3.1934543035792216e-18,4.767107346950247e-17,1.907179688972973e-16,3.0010930289505632e-15,1.617527200877047e-14,4.848494962755591e-14,1.550348989728049e-13,2.639807841004583e-13,3.2689707971755967e-12,8.471336002154933e-12,1.755063229846117e-11,7.740932015147665e-11,2.6710299336112447e-10,1.1871219612692871e-09,3.2890663466438646e-09,1.1107553174622923e-08,4.3329037251893535e-08,1.1655021402157425e-07
1,3,6,0,0.7454545454545456,136.0,879.0,761.0,0.0,-0.7,136.0,879.0,0.0,0.7519762845849802,13.75,44.64,0.12,962.0,0.9,183.0,0.1780821917808219,0.988790869195696,157.1815373380456,6.006209996642705e-18,8.978792246888833e-17,3.5937347047231314e-16,5.7229175926353e-15,3.05678868786974e-14,9.179554302334158e-14,2.93970407286112e-13,5.013070534402753e-13,6.324134281375259e-12,1.630948935435747e-11,3.4102245091593626e-11,1.5257285497865372e-10,5.305917768750908e-10,2.4313788185097333e-09,6.794024996223311e-09,2.365473407414428e-08,9.715443063020877e-08,2.701165066682239e-07
1,3,7,0,0.781818181818182,138.0,896.0,810.0,0.0,-0.4,138.0,896.0,0.0,0.800395256916996,13.37,41.41,0.12,961.0,0.9,211.0,0.1232876712328767,0.9879958283957114,176.92249517360983,8.311064645857995e-18,1.2322251385788114e-16,4.938309957508286e-16,7.905209474357506e-15,4.240717463957671e-14,1.2777327192025402e-13,4.114548692231708e-13,7.034593641780329e-13,9.043188997400714e-12,2.3600091423828568e-11,5.009824694264957e-11,2.2933283079436927e-10,8.142719457944112e-10,3.7787869828343945e-09,1.076217575052884e-08,3.84442027160347e-08,1.6287523906445069e-07,4.602056368704611e-07
1,3,8,0,0.7954545454545456,137.0,886.0,783.0,0.0,-0.3,137.0,886.0,0.0,0.7737154150197628,13.25,43.2,0.12,960.0,0.9,257.0,0.1232876712328767,0.9883770443080844,197.33180210268375,7.037387957026279e-18,1.0525170120873387e-16,4.1707739423359796e-16,6.6538202068213486e-15,3.5574175994037984e-14,1.0695558026611397e-13,3.468774271024886e-13,5.856874980314787e-13,7.434531182129466e-12,1.9253718770285798e-11,4.048889052956218e-11,1.827056617600961e-10,6.44749970342843e-10,2.951372755383081e-09,8.315150811647367e-09,2.9277531603486724e-08,1.2207583066981278e-07,3.4208866632296746e-07
